都道府県,開始日,終了日,救急搬送困難事案数
栃木県,"2021-10-18","2021-10-24",10
群馬県,"2021-10-18","2021-10-24",1
埼玉県,"2021-10-18","2021-10-24",56
千葉県,"2021-10-18","2021-10-24",78
東京都,"2021-10-18","2021-10-24",690
神奈川県,"2021-10-18","2021-10-24",93
新潟県,"2021-10-18","2021-10-24",4
富山県,"2021-10-18","2021-10-24",0
石川県,"2021-10-18","2021-10-24",0
福井県,"2021-10-18","2021-10-24",0
山梨県,"2021-10-18","2021-10-24",2
長野県,"2021-10-18","2021-10-24",0
岐阜県,"2021-10-18","2021-10-24",0
静岡県,"2021-10-18","2021-10-24",3
愛知県,"2021-10-18","2021-10-24",18
三重県,"2021-10-18","2021-10-24",0
滋賀県,"2021-10-18","2021-10-24",0
京都府,"2021-10-18","2021-10-24",19
大阪府,"2021-10-18","2021-10-24",177
兵庫県,"2021-10-18","2021-10-24",15
奈良県,"2021-10-18","2021-10-24",4
和歌山県,"2021-10-18","2021-10-24",2
鳥取県,"2021-10-18","2021-10-24",0
島根県,"2021-10-18","2021-10-24",0
岡山県,"2021-10-18","2021-10-24",2
広島県,"2021-10-18","2021-10-24",37
山口県,"2021-10-18","2021-10-24",1
徳島県,"2021-10-18","2021-10-24",4
香川県,"2021-10-18","2021-10-24",4
愛媛県,"2021-10-18","2021-10-24",2
高知県,"2021-10-18","2021-10-24",1
福岡県,"2021-10-18","2021-10-24",17
佐賀県,"2021-10-18","2021-10-24",0
長崎県,"2021-10-18","2021-10-24",4
熊本県,"2021-10-18","2021-10-24",10
大分県,"2021-10-18","2021-10-24",3
宮崎県,"2021-10-18","2021-10-24",11
鹿児島県,"2021-10-18","2021-10-24",0
沖縄県,"2021-10-18","2021-10-24",0
北海道,"2021-10-25","2021-10-31",65
青森県,"2021-10-25","2021-10-31",2
岩手県,"2021-10-25","2021-10-31",5
宮城県,"2021-10-25","2021-10-31",39
秋田県,"2021-10-25","2021-10-31",0
山形県,"2021-10-25","2021-10-31",7
福島県,"2021-10-25","2021-10-31",2
茨城県,"2021-10-25","2021-10-31",20
栃木県,"2021-10-25","2021-10-31",13
群馬県,"2021-10-25","2021-10-31",1
埼玉県,"2021-10-25","2021-10-31",46
千葉県,"2021-10-25","2021-10-31",78
東京都,"2021-10-25","2021-10-31",739
神奈川県,"2021-10-25","2021-10-31",100
新潟県,"2021-10-25","2021-10-31",9
富山県,"2021-10-25","2021-10-31",3
石川県,"2021-10-25","2021-10-31",6
福井県,"2021-10-25","2021-10-31",0
山梨県,"2021-10-25","2021-10-31",7
長野県,"2021-10-25","2021-10-31",0
岐阜県,"2021-10-25","2021-10-31",0
静岡県,"2021-10-25","2021-10-31",4
愛知県,"2021-10-25","2021-10-31",17
三重県,"2021-10-25","2021-10-31",1
滋賀県,"2021-10-25","2021-10-31",0
京都府,"2021-10-25","2021-10-31",16
大阪府,"2021-10-25","2021-10-31",174
兵庫県,"2021-10-25","2021-10-31",22
奈良県,"2021-10-25","2021-10-31",3
和歌山県,"2021-10-25","2021-10-31",3
鳥取県,"2021-10-25","2021-10-31",0
島根県,"2021-10-25","2021-10-31",0
岡山県,"2021-10-25","2021-10-31",3
広島県,"2021-10-25","2021-10-31",36
山口県,"2021-10-25","2021-10-31",1
徳島県,"2021-10-25","2021-10-31",4
香川県,"2021-10-25","2021-10-31",3
愛媛県,"2021-10-25","2021-10-31",3
高知県,"2021-10-25","2021-10-31",3
福岡県,"2021-10-25","2021-10-31",13
佐賀県,"2021-10-25","2021-10-31",0
長崎県,"2021-10-25","2021-10-31",10
熊本県,"2021-10-25","2021-10-31",6
大分県,"2021-10-25","2021-10-31",6
宮崎県,"2021-10-25","2021-10-31",9
鹿児島県,"2021-10-25","2021-10-31",0
沖縄県,"2021-10-25","2021-10-31",0
北海道,"2021-11-01","2021-11-07",48
青森県,"2021-11-01","2021-11-07",0
岩手県,"2021-11-01","2021-11-07",5
宮城県,"2021-11-01","2021-11-07",57
秋田県,"2021-11-01","2021-11-07",0
山形県,"2021-11-01","2021-11-07",5
福島県,"2021-11-01","2021-11-07",2
茨城県,"2021-11-01","2021-11-07",15
栃木県,"2021-11-01","2021-11-07",18
群馬県,"2021-11-01","2021-11-07",0
埼玉県,"2021-11-01","2021-11-07",68
千葉県,"2021-11-01","2021-11-07",80
東京都,"2021-11-01","2021-11-07",706
神奈川県,"2021-11-01","2021-11-07",108
新潟県,"2021-11-01","2021-11-07",2
富山県,"2021-11-01","2021-11-07",0
石川県,"2021-11-01","2021-11-07",4
福井県,"2021-11-01","2021-11-07",0
山梨県,"2021-11-01","2021-11-07",7
長野県,"2021-11-01","2021-11-07",0
岐阜県,"2021-11-01","2021-11-07",0
静岡県,"2021-11-01","2021-11-07",5
愛知県,"2021-11-01","2021-11-07",13
三重県,"2021-11-01","2021-11-07",0
滋賀県,"2021-11-01","2021-11-07",0
京都府,"2021-11-01","2021-11-07",17
大阪府,"2021-11-01","2021-11-07",195
兵庫県,"2021-11-01","2021-11-07",23
奈良県,"2021-11-01","2021-11-07",6
和歌山県,"2021-11-01","2021-11-07",3
鳥取県,"2021-11-01","2021-11-07",0
島根県,"2021-11-01","2021-11-07",0
岡山県,"2021-11-01","2021-11-07",4
広島県,"2021-11-01","2021-11-07",30
山口県,"2021-11-01","2021-11-07",0
徳島県,"2021-11-01","2021-11-07",6
香川県,"2021-11-01","2021-11-07",2
愛媛県,"2021-11-01","2021-11-07",4
高知県,"2021-11-01","2021-11-07",3
福岡県,"2021-11-01","2021-11-07",14
佐賀県,"2021-11-01","2021-11-07",5
長崎県,"2021-11-01","2021-11-07",8
熊本県,"2021-11-01","2021-11-07",7
大分県,"2021-11-01","2021-11-07",7
宮崎県,"2021-11-01","2021-11-07",8
鹿児島県,"2021-11-01","2021-11-07",3
沖縄県,"2021-11-01","2021-11-07",0
北海道,"2021-11-08","2021-11-14",74
青森県,"2021-11-08","2021-11-14",0
岩手県,"2021-11-08","2021-11-14",3
宮城県,"2021-11-08","2021-11-14",48
秋田県,"2021-11-08","2021-11-14",0
山形県,"2021-11-08","2021-11-14",11
福島県,"2021-11-08","2021-11-14",2
茨城県,"2021-11-08","2021-11-14",9
栃木県,"2021-11-08","2021-11-14",23
群馬県,"2021-11-08","2021-11-14",0
埼玉県,"2021-11-08","2021-11-14",58
千葉県,"2021-11-08","2021-11-14",58
東京都,"2021-11-08","2021-11-14",701
神奈川県,"2021-11-08","2021-11-14",111
新潟県,"2021-11-08","2021-11-14",4
富山県,"2021-11-08","2021-11-14",0
石川県,"2021-11-08","2021-11-14",6
福井県,"2021-11-08","2021-11-14",0
山梨県,"2021-11-08","2021-11-14",14
長野県,"2021-11-08","2021-11-14",0
岐阜県,"2021-11-08","2021-11-14",2
静岡県,"2021-11-08","2021-11-14",4
愛知県,"2021-11-08","2021-11-14",13
三重県,"2021-11-08","2021-11-14",2
滋賀県,"2021-11-08","2021-11-14",0
京都府,"2021-11-08","2021-11-14",33
大阪府,"2021-11-08","2021-11-14",204
兵庫県,"2021-11-08","2021-11-14",14
奈良県,"2021-11-08","2021-11-14",10
和歌山県,"2021-11-08","2021-11-14",2
鳥取県,"2021-11-08","2021-11-14",0
島根県,"2021-11-08","2021-11-14",0
岡山県,"2021-11-08","2021-11-14",1
広島県,"2021-11-08","2021-11-14",40
山口県,"2021-11-08","2021-11-14",0
徳島県,"2021-11-08","2021-11-14",11
香川県,"2021-11-08","2021-11-14",13
愛媛県,"2021-11-08","2021-11-14",1
高知県,"2021-11-08","2021-11-14",3
福岡県,"2021-11-08","2021-11-14",26
佐賀県,"2021-11-08","2021-11-14",1
長崎県,"2021-11-08","2021-11-14",17
熊本県,"2021-11-08","2021-11-14",9
大分県,"2021-11-08","2021-11-14",7
宮崎県,"2021-11-08","2021-11-14",8
鹿児島県,"2021-11-08","2021-11-14",0
沖縄県,"2021-11-08","2021-11-14",1
北海道,"2021-11-15","2021-11-21",69
青森県,"2021-11-15","2021-11-21",0
岩手県,"2021-11-15","2021-11-21",2
宮城県,"2021-11-15","2021-11-21",46
秋田県,"2021-11-15","2021-11-21",0
山形県,"2021-11-15","2021-11-21",7
福島県,"2021-11-15","2021-11-21",6
茨城県,"2021-11-15","2021-11-21",7
栃木県,"2021-11-15","2021-11-21",17
群馬県,"2021-11-15","2021-11-21",0
埼玉県,"2021-11-15","2021-11-21",43
千葉県,"2021-11-15","2021-11-21",82
東京都,"2021-11-15","2021-11-21",748
神奈川県,"2021-11-15","2021-11-21",77
新潟県,"2021-11-15","2021-11-21",7
富山県,"2021-11-15","2021-11-21",0
石川県,"2021-11-15","2021-11-21",6
福井県,"2021-11-15","2021-11-21",0
山梨県,"2021-11-15","2021-11-21",13
長野県,"2021-11-15","2021-11-21",0
岐阜県,"2021-11-15","2021-11-21",0
静岡県,"2021-11-15","2021-11-21",3
愛知県,"2021-11-15","2021-11-21",9
三重県,"2021-11-15","2021-11-21",1
滋賀県,"2021-11-15","2021-11-21",0
京都府,"2021-11-15","2021-11-21",16
大阪府,"2021-11-15","2021-11-21",154
兵庫県,"2021-11-15","2021-11-21",21
奈良県,"2021-11-15","2021-11-21",10
和歌山県,"2021-11-15","2021-11-21",3
鳥取県,"2021-11-15","2021-11-21",0
島根県,"2021-11-15","2021-11-21",0
岡山県,"2021-11-15","2021-11-21",7
広島県,"2021-11-15","2021-11-21",38
山口県,"2021-11-15","2021-11-21",1
徳島県,"2021-11-15","2021-11-21",7
香川県,"2021-11-15","2021-11-21",6
愛媛県,"2021-11-15","2021-11-21",2
高知県,"2021-11-15","2021-11-21",1
福岡県,"2021-11-15","2021-11-21",23
佐賀県,"2021-11-15","2021-11-21",3
長崎県,"2021-11-15","2021-11-21",10
熊本県,"2021-11-15","2021-11-21",8
大分県,"2021-11-15","2021-11-21",6
宮崎県,"2021-11-15","2021-11-21",10
鹿児島県,"2021-11-15","2021-11-21",2
沖縄県,"2021-11-15","2021-11-21",0
北海道,"2021-11-22","2021-11-28",89
青森県,"2021-11-22","2021-11-28",2
岩手県,"2021-11-22","2021-11-28",9
宮城県,"2021-11-22","2021-11-28",43
秋田県,"2021-11-22","2021-11-28",0
山形県,"2021-11-22","2021-11-28",12
福島県,"2021-11-22","2021-11-28",2
茨城県,"2021-11-22","2021-11-28",7
栃木県,"2021-11-22","2021-11-28",9
群馬県,"2021-11-22","2021-11-28",0
埼玉県,"2021-11-22","2021-11-28",56
千葉県,"2021-11-22","2021-11-28",96
東京都,"2021-11-22","2021-11-28",729
神奈川県,"2021-11-22","2021-11-28",103
新潟県,"2021-11-22","2021-11-28",5
富山県,"2021-11-22","2021-11-28",1
石川県,"2021-11-22","2021-11-28",3
福井県,"2021-11-22","2021-11-28",0
山梨県,"2021-11-22","2021-11-28",13
長野県,"2021-11-22","2021-11-28",0
岐阜県,"2021-11-22","2021-11-28",0
静岡県,"2021-11-22","2021-11-28",4
愛知県,"2021-11-22","2021-11-28",8
三重県,"2021-11-22","2021-11-28",1
滋賀県,"2021-11-22","2021-11-28",0
京都府,"2021-11-22","2021-11-28",19
大阪府,"2021-11-22","2021-11-28",181
兵庫県,"2021-11-22","2021-11-28",17
奈良県,"2021-11-22","2021-11-28",4
和歌山県,"2021-11-22","2021-11-28",2
鳥取県,"2021-11-22","2021-11-28",0
島根県,"2021-11-22","2021-11-28",0
岡山県,"2021-11-22","2021-11-28",3
広島県,"2021-11-22","2021-11-28",34
山口県,"2021-11-22","2021-11-28",1
徳島県,"2021-11-22","2021-11-28",5
香川県,"2021-11-22","2021-11-28",6
愛媛県,"2021-11-22","2021-11-28",2
高知県,"2021-11-22","2021-11-28",3
福岡県,"2021-11-22","2021-11-28",25
佐賀県,"2021-11-22","2021-11-28",3
長崎県,"2021-11-22","2021-11-28",14
熊本県,"2021-11-22","2021-11-28",13
大分県,"2021-11-22","2021-11-28",12
宮崎県,"2021-11-22","2021-11-28",6
鹿児島県,"2021-11-22","2021-11-28",1
沖縄県,"2021-11-22","2021-11-28",0
